,name,ownership,ope6_id,state,size,accreditor,retention,branches,online_only,religious_affil,under_investigation,most_common_degree,highest_degree,faculty_salary,instructional_expenditure_per_fte,tuition_revenue_per_fte,locale,carnegie_basic,carnegie_undergrad,carnegie_size_setting,part_time_share,age_entry,percent_dependent,first_generation,percent_black,avg_dependent_income,avg_family_income,median_family_income,ind_low_income,dep_low_income,loan_principal,federal_loan_rate,students_with_any_loans,median_debt_indep_students,pell_grant_debt,percent_pell_grant,fafsa_sent,7_yr_repayment_completion,5_year_declining_balance,relig_y_n,accred_y_n,retention_listed_y_n,fac_salary_listed_y_n,7_yr_repayment_completion_y_n,5_year_declining_balance_y_n,for_profit
3510,Sacred Heart Major Seminary,2,2313,MI,178,North Central Association of Colleges and Schools The Higher Learning Commission,1.0,1,0,30.0,0,1,4,5238,13393,15109,11.0,24.0,5.0,6.0,0.6854,30,0.4752097421316015,0.4651198897441582,0.0112,48748.06435154707,37178,24840.0,0.7744003783400789,0.4769168004873773,10248,0.1061,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4968500596553146,1,1,1,1,0,0,0
3511,Spring Arbor University,2,2318,MI,2632,North Central Association of Colleges and Schools The Higher Learning Commission,0.7732,1,0,64.0,0,3,4,4880,7358,10068,23.0,18.0,9.0,10.0,0.2819,28,0.487704918,0.36517266719999997,0.1094,70702.0,56853,45835.0,0.47600000000000003,0.23109243699999998,20000,0.7518,0.948087432,19570.5,20930.0,0.605191257,0.5471311475,0.8367346939,0.6486956522,1,1,1,1,1,1,0
3512,Finlandia University,2,2322,MI,464,North Central Association of Colleges and Schools The Higher Learning Commission,0.6,1,0,39.0,0,3,3,4693,8519,14679,33.0,22.0,11.0,6.0,0.0884,22,0.7951070336,0.3548387097,0.0409,64987.0,55709,43290.0,0.7761194029999999,0.3115384615,16250,0.7771,0.9296636090000001,24880.0,18022.5,0.654434251,0.5871559633,0.900990099,0.5958549222999999,1,1,1,1,1,1,0
3513,Western Michigan University-Thomas M. Cooley Law School,2,12627,MI,2587,American Bar Association,0.7037229823917844,1,0,-2.0,0,4,4,11769,17259,23690,12.0,31.0,0.0,18.0,0.2329148111819521,25,0.4752097421316015,0.4651198897441582,0.18488612876935612,48748.06435154707,37370,27203.44842007435,0.7744003783400789,0.4769168004873773,11443,0.5183137293405335,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4968500596553146,0,1,0,1,0,0,0
3514,Twin City Beauty College,3,30752,MI,257,National Accrediting Commission of Cosmetology Arts and Sciences,0.5254,1,0,-2.0,0,1,1,6326,6561,7010,23.0,-2.0,-2.0,-2.0,0.2685,24,0.47107438020000003,0.4926829268,0.07,50856.0,33110,20526.0,0.859375,0.38596491229999996,7415,0.7808,0.8429752070000001,7415.0,7415.0,0.776859504,0.3842975207,0.618556701,0.29831932769999997,0,1,1,0,1,1,1
3515,Walsh College of Accountancy and Business Administration,2,4071,MI,929,North Central Association of Colleges and Schools The Higher Learning Commission,0.7037229823917844,1,0,-2.0,0,3,4,8007,4365,14744,13.0,29.0,5.0,9.0,0.9053,28,0.3318872017,0.48598130840000003,0.055999999999999994,57225.0,39576,27691.0,0.6331168831,0.3660130719,12787,0.5805,0.839479393,14495.5,13009.0,0.607375271,0.6420824295,0.89453125,0.7282157676000001,0,1,0,1,1,1,0
3516,Washtenaw Community College,1,2328,MI,10094,North Central Association of Colleges and Schools The Higher Learning Commission,0.6276,1,0,-2.0,0,1,2,7411,6903,3031,21.0,6.0,1.0,4.0,0.6787,25,0.4959016393,0.39737306409999995,0.1834,44042.0,30591,18421.0,0.8289295393,0.5030991736,5500,0.2709,0.568306011,7029.5,5534.5,0.792178962,0.5198087432,0.75,0.3490113841,0,1,1,1,1,1,0
3517,Yeshiva Gedolah of Greater Detroit,2,23638,MI,62,Association of Advanced Rabbinical and Talmudic Schools,1.0,1,0,-2.0,0,3,4,3117,4741,8920,21.0,24.0,11.0,8.0,0.0323,19,0.4752097421316015,0.4651198897441582,0.0,48748.06435154707,37801,34201.0,0.7744003783400789,0.4769168004873773,11443,0.0,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4968500596553146,0,1,1,1,0,0,0
3518,Dorsey Business Schools-Wayne,3,4692,MI,139,Accrediting Council for Independent Colleges and Schools,0.4561,10,0,-2.0,0,1,1,6326,6658,18723,21.0,-2.0,-2.0,-2.0,0.0,28,0.28319460960000004,0.5873140172,0.4101,22017.0,15436,11225.0,0.9176112801,0.7662701190000001,9500,0.7876,0.8741577490000001,9500.0,9500.0,0.927467301,0.3668252081,0.3862433862,0.24262734579999998,0,1,1,0,1,1,1
3519,Ross Medical Education Center-Saginaw,3,20997,MI,167,Accrediting Bureau of Health Education Schools,0.8305,7,0,-2.0,0,1,1,6326,1622,9521,22.0,-2.0,-2.0,-2.0,0.0,28,0.298284862,0.5318961725,0.1078,39558.0,24755,14808.0,0.8320935175,0.52625,9500,0.5219,0.901565996,9500.0,9500.0,0.8128262490000001,0.37956748700000004,0.3785871965,0.2537236775,0,1,1,0,1,1,1
3520,Dorsey Business Schools-Roseville,3,4692,MI,480,Accrediting Council for Independent Colleges and Schools,0.3587,10,0,-2.0,0,1,1,6326,5914,16629,21.0,-2.0,-2.0,-2.0,0.0,28,0.28319460960000004,0.5873140172,0.6938,22017.0,15436,11225.0,0.9176112801,0.7662701190000001,9500,0.856,0.8741577490000001,9500.0,9500.0,0.927467301,0.3668252081,0.3862433862,0.24262734579999998,0,1,1,0,1,1,1
3521,Douglas J Aveda Institute,3,25882,MI,826,National Accrediting Commission of Cosmetology Arts and Sciences,0.7551,1,0,-2.0,0,1,1,6326,3585,11517,13.0,-2.0,-2.0,-2.0,0.0,23,0.6012311902,0.4084507042,0.1283,64256.0,46725,28850.0,0.8010291595,0.33560864619999997,9833,0.6105,0.938440493,9500.0,9833.0,0.630642955,0.4384404925,0.841025641,0.5129533679,0,1,1,0,1,1,1
3523,Ross Medical Education Center-Brighton,3,23397,MI,131,Accrediting Bureau of Health Education Schools,0.8226,6,0,-2.0,0,1,1,6326,2171,9962,22.0,-2.0,-2.0,-2.0,0.0,28,0.2725349132,0.5413161800999999,0.0,46019.0,26268,15567.0,0.8312972659000001,0.4627329193,9500,0.5965,0.872196361,9500.0,9500.0,0.804909014,0.36309775710000003,0.4904862579,0.3207407407,0,1,1,0,1,1,1
3524,Ross Medical Education Center-Ann Arbor,3,23397,MI,126,Accrediting Bureau of Health Education Schools,0.7714,6,0,-2.0,0,1,1,6326,2128,9092,21.0,-2.0,-2.0,-2.0,0.0,28,0.2725349132,0.5413161800999999,0.2619,46019.0,26268,15567.0,0.8312972659000001,0.4627329193,9500,0.5614,0.872196361,9500.0,9500.0,0.804909014,0.36309775710000003,0.4904862579,0.3207407407,0,1,1,0,1,1,1
3525,Taylortown School of Beauty Inc,3,22092,MI,172,National Accrediting Commission of Cosmetology Arts and Sciences,0.4375,1,0,-2.0,0,1,1,6326,1474,5027,13.0,-2.0,-2.0,-2.0,0.0,27,0.31767955800000003,0.5856164384,0.2791,25777.0,16393,13112.0,0.9190283401,0.7304347826,7179,0.5652,0.867403315,8689.5,7032.0,0.9198895029999999,0.3812154696,0.6995418344619443,0.4968500596553146,0,1,1,0,0,0,1
3526,Ross Medical Education Center-Port Huron,3,20997,MI,77,Accrediting Bureau of Health Education Schools,0.8571,7,0,-2.0,0,1,1,6326,2418,9462,23.0,-2.0,-2.0,-2.0,0.0,28,0.298284862,0.5318961725,0.039,39558.0,24755,14808.0,0.8320935175,0.52625,9500,0.6015,0.901565996,9500.0,9500.0,0.8128262490000001,0.37956748700000004,0.3785871965,0.2537236775,0,1,1,0,1,1,1
3527,Ross Medical Education Center-Roosevelt Park,3,20997,MI,169,Accrediting Bureau of Health Education Schools,0.7419,7,0,-2.0,0,1,1,6326,1543,8632,22.0,-2.0,-2.0,-2.0,0.0,28,0.298284862,0.5318961725,0.2249,39558.0,24755,14808.0,0.8320935175,0.52625,9500,0.5292,0.901565996,9500.0,9500.0,0.8128262490000001,0.37956748700000004,0.3785871965,0.2537236775,0,1,1,0,1,1,1
3528,Ross Medical Education Center-Kentwood,3,25336,MI,221,Accrediting Bureau of Health Education Schools,0.8039,5,0,-2.0,0,1,1,6326,1522,8482,21.0,-2.0,-2.0,-2.0,0.0,27,0.2917369309,0.5597269625,0.1493,45387.0,25917,15706.0,0.8349206348999999,0.4836223507,9500,0.536,0.887015177,9500.0,9500.0,0.7847105120000001,0.3518830804,0.4376278119,0.3009404389,0,1,1,0,1,1,1
3529,Ross Medical Education Center-Taylor,3,21801,MI,89,Accrediting Bureau of Health Education Schools,0.8824,6,0,-2.0,0,1,1,6326,2444,8558,13.0,-2.0,-2.0,-2.0,0.0,27,0.3194117647,0.5535211268,0.3483,40678.0,25553,16006.0,0.8366464995999999,0.5138121547,9500,0.56,0.909411765,9500.0,9500.0,0.81,0.3835294118,0.348973607,0.2893854749,0,1,1,0,1,1,1
3530,Baker College Center for Graduate Studies,2,4673,MI,3905,North Central Association of Colleges and Schools The Higher Learning Commission,0.4667,10,0,-2.0,0,3,4,7334,4291,8078,21.0,18.0,5.0,9.0,0.7083,27,0.4077660212,0.497445425,0.1503,42603.0,30166,19683.0,0.7660542726999999,0.5003671971,11693,0.6863,0.6579656620000001,14375.5,12418.0,0.795667798,0.44569774409999996,0.7533505155,0.3483907397,0,1,1,1,1,1,0
3531,Baker College of Cadillac,2,4673,MI,1326,North Central Association of Colleges and Schools The Higher Learning Commission,0.4,10,0,-2.0,0,2,3,3225,4688,8825,41.0,23.0,5.0,6.0,0.4593,27,0.4077660212,0.497445425,0.003,42603.0,30166,19683.0,0.7660542726999999,0.5003671971,11693,0.7368,0.6579656620000001,14375.5,12418.0,0.795667798,0.44569774409999996,0.7533505155,0.3483907397,0,1,1,1,1,1,0
3532,Baker College of Auburn Hills,2,4673,MI,2668,North Central Association of Colleges and Schools The Higher Learning Commission,0.4545,10,0,-2.0,0,2,4,4973,4461,8398,21.0,23.0,5.0,9.0,0.5821,27,0.4077660212,0.497445425,0.1466,42603.0,30166,19683.0,0.7660542726999999,0.5003671971,11693,0.6638,0.6579656620000001,14375.5,12418.0,0.795667798,0.44569774409999996,0.7533505155,0.3483907397,0,1,1,1,1,1,0
3533,Baker College of Clinton Township,2,4673,MI,3588,North Central Association of Colleges and Schools The Higher Learning Commission,0.439,10,0,-2.0,0,2,4,5279,5448,10256,21.0,23.0,5.0,9.0,0.5245,27,0.4077660212,0.497445425,0.2617,42603.0,30166,19683.0,0.7660542726999999,0.5003671971,11693,0.6769,0.6579656620000001,14375.5,12418.0,0.795667798,0.44569774409999996,0.7533505155,0.3483907397,0,1,1,1,1,1,0
3534,Michigan College of Beauty-Troy,3,21256,MI,321,National Accrediting Commission of Cosmetology Arts and Sciences,0.7889,1,0,-2.0,0,1,1,6326,6453,9417,13.0,-2.0,-2.0,-2.0,0.3364,28,0.3645320197,0.4550898204,0.3209,43166.0,26114,14501.0,0.8488372093000001,0.5675675675999999,6333,0.7387,0.8817733990000001,6333.0,6333.0,0.7857142859999999,0.44827586210000003,0.6012461059,0.3995215311,0,1,1,0,1,1,1
3535,Baker College of Port Huron,2,4673,MI,794,North Central Association of Colleges and Schools The Higher Learning Commission,0.3333,10,0,-2.0,0,2,3,4877,4082,7685,23.0,23.0,5.0,6.0,0.4887,27,0.4077660212,0.497445425,0.0277,42603.0,30166,19683.0,0.7660542726999999,0.5003671971,11693,0.7089,0.6579656620000001,14375.5,12418.0,0.795667798,0.44569774409999996,0.7533505155,0.3483907397,0,1,1,1,1,1,0
3536,P&A Scholars Beauty School,3,40143,MI,305,National Accrediting Commission of Cosmetology Arts and Sciences,0.7333,1,0,-2.0,0,1,1,6326,1905,9825,11.0,-2.0,-2.0,-2.0,0.0,26,0.35501355009999996,0.5369649805,1.0,15164.0,10882,8949.0,0.7744003783400789,0.4769168004873773,6333,0.6082,0.821138211,6333.0,12672.740203761756,0.943089431,0.5176151762,0.6995418344619443,0.0932642487,0,1,1,0,0,1,1
3537,Sharps Academy of Hair Styling,3,30900,MI,38,Accrediting Commission of Career Schools and Colleges,1.0,1,0,-2.0,0,1,1,6326,2040,210,21.0,-2.0,-2.0,-2.0,0.9474,26,0.44230769229999994,0.4651198897441582,0.0263,52759.0,39368,25166.0,0.7744003783400789,0.4769168004873773,6200,0.5849,0.653846154,12497.901421800947,12672.740203761756,0.711538462,0.5961538462,0.6995418344619443,0.4968500596553146,0,1,1,0,0,0,1
3538,Baker College of Jackson,2,4673,MI,1920,North Central Association of Colleges and Schools The Higher Learning Commission,0.4815,10,0,-2.0,0,2,4,3646,4818,9070,23.0,23.0,5.0,9.0,0.5583,27,0.4077660212,0.497445425,0.0682,42603.0,30166,19683.0,0.7660542726999999,0.5003671971,11693,0.7071,0.6579656620000001,14375.5,12418.0,0.795667798,0.44569774409999996,0.7533505155,0.3483907397,0,1,1,1,1,1,0
3539,Salon Academy,3,31103,MI,75,National Accrediting Commission of Cosmetology Arts and Sciences,0.6364,1,0,-2.0,0,1,1,6326,4097,12656,32.0,-2.0,-2.0,-2.0,0.0267,26,0.25373134329999997,0.7073170731999999,0.1467,40278.0,20022,9848.0,0.9,0.5588235294,9500,0.725,0.9253731340000001,9500.0,12672.740203761756,0.902985075,0.2985074627,0.3870967742,0.3913043478,0,1,1,0,1,1,1
3541,Bay Mills Community College,1,30666,MI,547,North Central Association of Colleges and Schools The Higher Learning Commission,0.6739,1,0,-2.0,0,2,2,4785,3437,717,42.0,33.0,2.0,1.0,0.4698,26,0.3850574713,0.49833887039999997,0.0055,27184.0,20470,16340.0,0.8411214953,0.6268656716,11443,0.0,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4195402299,0.6995418344619443,0.4968500596553146,0,1,1,1,0,0,0
3542,Baker College of Muskegon,2,4673,MI,3453,North Central Association of Colleges and Schools The Higher Learning Commission,0.4912,10,0,-2.0,0,2,4,4031,4598,8655,13.0,23.0,7.0,9.0,0.3834,27,0.4077660212,0.497445425,0.1037,42603.0,30166,19683.0,0.7660542726999999,0.5003671971,11693,0.7123,0.6579656620000001,14375.5,12418.0,0.795667798,0.44569774409999996,0.7533505155,0.3483907397,0,1,1,1,1,1,0
3543,Muskegon Community College,1,2297,MI,3974,North Central Association of Colleges and Schools The Higher Learning Commission,0.5804,1,0,-2.0,0,2,2,9280,6260,3440,13.0,2.0,1.0,3.0,0.5823,24,0.597343296,0.456206089,0.0908,36261.0,28007,19721.0,0.8618556701000001,0.5364836692,4318,0.1748,0.308426733,5000.0,3770.5,0.8883354090000001,0.4873391449,0.7120000000000001,0.4334862385,0,1,1,1,1,1,0
3544,Everest Institute-Southfield,3,9828,MI,875,Accrediting Commission of Career Schools and Colleges,0.6264,5,0,-2.0,0,1,1,6326,4321,8521,13.0,-2.0,-2.0,-2.0,0.0,28,0.2961744138,0.5607371192,0.7623,28309.0,18150,12451.0,0.8889538281999999,0.6703703704,9500,0.6185,0.799396682,9500.0,9500.0,0.83477307,0.3713149596,0.304107425,0.1313390022,0,1,1,0,1,1,1
3545,North Central Michigan College,1,2299,MI,2299,North Central Association of Colleges and Schools The Higher Learning Commission,0.5866,1,0,-2.0,0,2,2,8080,5586,2616,41.0,1.0,1.0,2.0,0.6272,24,0.6037735849,0.45042194090000004,0.0061,42485.0,33058,23743.0,0.8095238095,0.4609375,5500,0.1885,0.329245283,8700.0,5500.0,0.86509434,0.42075471700000006,0.6995418344619443,0.4664031621,0,1,1,1,0,1,0
3546,Northern Michigan University,1,2301,MI,7718,North Central Association of Colleges and Schools The Higher Learning Commission,0.7273,1,0,-2.0,0,3,4,7578,7460,7554,33.0,19.0,13.0,13.0,0.0948,21,0.8573422668999999,0.3289786223,0.0253,68170.0,60384,50153.0,0.8825831703,0.27548029960000003,14000,0.6381,0.887213847,15928.0,16193.0,0.573143495,0.47822445560000004,0.8246091094,0.6629849138,0,1,1,1,1,1,0
3547,Northwestern Michigan College,1,2302,MI,3938,North Central Association of Colleges and Schools The Higher Learning Commission,0.7037229823917844,1,0,-2.0,0,2,3,7506,7402,5862,33.0,14.0,5.0,9.0,0.5561,24,0.6278643446,0.4251350025,0.0122,49451.0,39478,28460.0,0.7438423645000001,0.40656934310000004,8250,0.3685,0.641154904,11500.0,9347.0,0.7447296059999999,0.406507791,0.8171641790999999,0.5147654893,0,1,0,1,1,1,0
3548,Northwood University-Michigan,2,4072,MI,2808,North Central Association of Colleges and Schools The Higher Learning Commission,0.7797,3,0,-2.0,0,3,4,6225,5582,11879,13.0,29.0,9.0,10.0,0.3796,26,0.5504885993,0.4121140143,0.0894,74218.0,57497,40996.0,0.5277777778,0.2790927022,17784,0.7078,0.9060803470000001,20509.0,18750.0,0.586862106,0.6210640608,0.8108856089,0.6004531721999999,0,1,1,1,1,1,0
3549,Oakland Community College,1,2303,MI,13670,North Central Association of Colleges and Schools The Higher Learning Commission,0.4839,1,0,-2.0,0,2,2,8518,4613,1879,21.0,3.0,1.0,5.0,0.7048,26,0.474779319,0.474137931,0.2923,33392.0,23794,15106.0,0.8701980792,0.6268260292,5000,0.2427,0.569435687,6070.0,4851.0,0.852616646,0.5429539723,0.6507936508,0.3544701514,0,1,1,1,1,1,0
3550,Houghton Lake Institute of Cosmetology,3,31097,MI,12,National Accrediting Commission of Cosmetology Arts and Sciences,1.0,2,0,-2.0,0,1,1,6326,5618,787,33.0,-2.0,-2.0,-2.0,0.5833,27,0.36666666670000003,0.4651198897441582,0.0,22769.0,17252,14533.0,0.7744003783400789,0.4769168004873773,11443,0.0,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4968500596553146,0,1,1,0,0,0,1
3551,National American University-Bloomington,3,4057,MN,422,North Central Association of Colleges and Schools The Higher Learning Commission,1.0,33,0,-2.0,0,2,3,5432,3919,15771,13.0,23.0,5.0,6.0,0.7962,33,0.08523545140000001,0.5221782448,0.3626,30329.0,18952,13568.0,0.8129706643000001,0.6513872135000001,12283,0.9057,0.849681267,12543.0,12668.0,0.7601274929999999,0.3553362122,0.7695530726,0.36714880130000005,0,1,1,1,1,1,1
3553,National American University-Rochester,3,4057,MN,155,North Central Association of Colleges and Schools The Higher Learning Commission,0.7037229823917844,33,0,-2.0,0,3,3,6326,1317,13929,12.0,26.0,5.0,6.0,0.9742,33,0.08523545140000001,0.5221782448,0.1548,30329.0,18952,13568.0,0.8129706643000001,0.6513872135000001,12283,0.8926,0.849681267,12543.0,12668.0,0.7601274929999999,0.3553362122,0.7695530726,0.36714880130000005,0,1,0,0,1,1,1
3554,Minnesota School of Cosmetology-Plymouth Campus,3,22381,MN,76,National Accrediting Commission of Cosmetology Arts and Sciences,0.6,2,0,-2.0,0,1,1,6326,3169,12381,13.0,-2.0,-2.0,-2.0,0.0,24,0.4831804281,0.41263940520000003,0.1842,58173.0,36777,22096.0,0.875739645,0.3101265823,9617,0.6618,0.896024465,9500.0,9500.0,0.7247706420000001,0.3455657492,0.5647058824,0.37349397590000005,0,1,1,0,1,1,1
3555,National American University-Burnsville,3,4057,MN,182,North Central Association of Colleges and Schools The Higher Learning Commission,0.7037229823917844,33,0,-2.0,0,2,3,5000,1481,13600,21.0,23.0,5.0,6.0,0.9341,33,0.08523545140000001,0.5221782448,0.2473,30329.0,18952,13568.0,0.8129706643000001,0.6513872135000001,12283,0.9379,0.849681267,12543.0,12668.0,0.7601274929999999,0.3553362122,0.7695530726,0.36714880130000005,0,1,0,1,1,1,1
3556,Rochester School of Hair Design,3,41744,MN,41,National Accrediting Commission of Cosmetology Arts and Sciences,0.4118,1,0,-2.0,0,1,1,6326,4411,9544,12.0,-2.0,-2.0,-2.0,0.3415,24,0.47272727270000003,0.4651198897441582,0.0732,60349.0,36329,17704.0,0.7744003783400789,0.4769168004873773,7112,0.4444,0.7818181820000001,7915.0,12672.740203761756,0.8,0.4636515619105719,0.6995418344619443,0.4968500596553146,0,1,1,0,0,0,1
3558,Minneapolis Media Institute,3,10913,MN,143,Accrediting Council for Independent Colleges and Schools,0.7037229823917844,3,0,-2.0,0,2,2,4442,7359,14958,21.0,28.0,5.0,6.0,0.4196,26,0.3529411765,0.4845212383,0.1469,55617.0,29312,15546.0,0.879406308,0.4149659864,9500,0.898,0.844537815,9500.0,9500.0,0.780312125,0.3295318127,0.7339901478,0.46700507609999997,0,1,0,1,1,1,1
3559,Sanford-Brown College-Brooklyn Center,3,7351,MN,169,Accrediting Council for Independent Colleges and Schools,0.7037229823917844,2,0,-2.0,0,2,3,4351,5507,14760,21.0,23.0,5.0,6.0,0.7574,29,0.26724137929999997,0.3816793893,0.1538,43034.0,21905,13230.0,0.8862745098,0.5053763441,20667,0.9459,0.931034483,20854.5,21254.0,0.8218390809999999,0.42241379310000005,0.6982570806,0.4890730972,0,1,0,1,1,1,1
3562,Rasmussen College-Bloomington,3,8694,MN,2587,North Central Association of Colleges and Schools The Higher Learning Commission,0.7037229823917844,23,0,-2.0,0,0,0,6326,7545,10078,,,,,0.2329148111819521,30,0.1887241641,0.48440801689999996,0.18488612876935612,52937.0,33126,22918.0,0.6713352007,0.42717889909999995,11070,0.5183137293405335,0.890379829,12251.5,10797.5,0.760199113,0.452277892,0.6192893401,0.3404683235,0,1,0,0,1,1,1
3563,Rasmussen College-Eagan,3,8694,MN,2587,North Central Association of Colleges and Schools The Higher Learning Commission,0.7037229823917844,23,0,-2.0,0,0,0,6326,7545,10078,,,,,0.2329148111819521,30,0.1887241641,0.48440801689999996,0.18488612876935612,52937.0,33126,22918.0,0.6713352007,0.42717889909999995,11070,0.5183137293405335,0.890379829,12251.5,10797.5,0.760199113,0.452277892,0.6192893401,0.3404683235,0,1,0,0,1,1,1
3564,Rasmussen College-Mankato,3,8694,MN,2587,North Central Association of Colleges and Schools The Higher Learning Commission,0.7037229823917844,23,0,-2.0,0,0,0,6326,7545,10078,,,,,0.2329148111819521,30,0.1887241641,0.48440801689999996,0.18488612876935612,52937.0,33126,22918.0,0.6713352007,0.42717889909999995,11070,0.5183137293405335,0.890379829,12251.5,10797.5,0.760199113,0.452277892,0.6192893401,0.3404683235,0,1,0,0,1,1,1
3565,Rasmussen College-Brooklyn Park,3,8694,MN,2587,North Central Association of Colleges and Schools The Higher Learning Commission,0.7037229823917844,23,0,-2.0,0,0,0,6326,7545,10078,,,,,0.2329148111819521,30,0.1887241641,0.48440801689999996,0.18488612876935612,52937.0,33126,22918.0,0.6713352007,0.42717889909999995,11070,0.5183137293405335,0.890379829,12251.5,10797.5,0.760199113,0.452277892,0.6192893401,0.3404683235,0,1,0,0,1,1,1
3566,Rasmussen College-Lake Elmo/Woodbury,3,8694,MN,2587,North Central Association of Colleges and Schools The Higher Learning Commission,0.7037229823917844,23,0,-2.0,0,0,0,6326,7545,10078,,,,,0.2329148111819521,30,0.1887241641,0.48440801689999996,0.18488612876935612,52937.0,33126,22918.0,0.6713352007,0.42717889909999995,11070,0.5183137293405335,0.890379829,12251.5,10797.5,0.760199113,0.452277892,0.6192893401,0.3404683235,0,1,0,0,1,1,1
3567,Rasmussen College-Blaine,3,8694,MN,2587,North Central Association of Colleges and Schools The Higher Learning Commission,0.7037229823917844,23,0,-2.0,0,0,0,6326,7545,10078,,,,,0.2329148111819521,30,0.1887241641,0.48440801689999996,0.18488612876935612,52937.0,33126,22918.0,0.6713352007,0.42717889909999995,11070,0.5183137293405335,0.890379829,12251.5,10797.5,0.760199113,0.452277892,0.6192893401,0.3404683235,0,1,0,0,1,1,1
3568,Nova Academy of Cosmetology,3,41576,MN,89,National Accrediting Commission of Cosmetology Arts and Sciences,0.8421,1,0,-2.0,0,1,1,6326,4812,10133,12.0,-2.0,-2.0,-2.0,0.0787,25,0.4552845528,0.3796296296,0.0225,61328.0,39963,22540.0,0.8507462687,0.2857142857,9500,0.7709999999999999,0.7794312090373222,9124.5,9500.0,0.74796748,0.2845528455,0.6995418344619443,0.4968500596553146,0,1,1,0,0,0,1
3569,CenterPoint Massage and Shiatsu Therapy School and Clinic,3,41488,MN,92,Commission on Massage Therapy Accreditation,0.9,1,0,-2.0,0,1,1,6326,7164,16473,21.0,-2.0,-2.0,-2.0,0.4674,30,0.2826086957,0.4268292683,0.0978,55929.0,39664,28340.0,0.7744003783400789,0.4769168004873773,9500,0.8075,0.7794312090373222,9500.0,9500.0,0.608695652,0.25,0.6995418344619443,0.4968500596553146,0,1,1,0,0,0,1
3570,Avalon School of Cosmetology,3,41605,MN,29,National Accrediting Commission of Cosmetology Arts and Sciences,0.6667,1,0,-2.0,0,1,1,6326,746,1629,33.0,-2.0,-2.0,-2.0,0.0,25,0.4752097421316015,0.4651198897441582,0.0345,48748.06435154707,17346,12440.0,0.7744003783400789,0.4769168004873773,11443,0.0,0.7794312090373222,12497.901421800947,12672.740203761756,0.7237045962785821,0.4636515619105719,0.6995418344619443,0.4968500596553146,0,1,1,0,0,0,1
3571,University of Minnesota-Rochester,1,3969,MN,479,North Central Association of Colleges and Schools The Higher Learning Commission,0.8129,2,0,-2.0,0,3,3,5941,7057,14964,12.0,26.0,15.0,7.0,0.0397,21,0.8692735288,0.19772727269999998,0.0647,93927.0,84507,72194.0,0.788856305,0.1794928335,17750,0.6687,0.8853747359999999,19659.5,19382.5,0.41872723799999995,0.5773433007,0.9186666667,0.7820171848999999,0,1,1,1,1,1,0
3573,Globe University-Minneapolis,3,4642,MN,51,Accrediting Council for Independent Colleges and Schools,0.25,10,0,-2.0,0,3,4,3333,5638,19916,11.0,29.0,7.0,6.0,0.2745,27,0.3257236038,0.48670088659999994,0.3725,53864.0,34196,22491.0,0.7357920193,0.3729662078,15168,0.7698,0.870362821,16500.0,15834.0,0.756624541,0.3179779861,0.7220447284,0.4034129693,0,1,1,1,1,1,1
3574,Minnesota School of Business-Moorhead,3,4646,MN,133,Accrediting Council for Independent Colleges and Schools,0.7037229823917844,9,0,-2.0,0,2,3,2644,5340,18860,41.0,29.0,7.0,6.0,0.2481,27,0.3481759657,0.3804213135,0.015,64602.0,41158,27600.0,0.6600823045,0.3143297381,19079,0.6868,0.891630901,22333.0,20847.0,0.712982833,0.3460300429,0.7523510972,0.47067783700000004,0,1,0,1,1,1,1
3575,Empire Beauty School-Spring Lake Park,3,9459,MN,109,National Accrediting Commission of Cosmetology Arts and Sciences,0.6364,15,0,-2.0,0,1,1,6326,8242,8421,21.0,-2.0,-2.0,-2.0,0.3945,26,0.35891011590000005,0.5513491744,0.3761,35426.0,21315,13687.0,0.8842208109,0.5785340314,6961,0.6485,0.791105543,6767.0,6890.0,0.903225807,0.38490447850000004,0.5595238095,0.3160813309,0,1,1,0,1,1,1
3576,Minnesota School of Business-Blaine,3,4646,MN,231,Accrediting Council for Independent Colleges and Schools,0.8,9,0,-2.0,0,2,3,3322,6233,22013,41.0,23.0,7.0,6.0,0.3853,27,0.3481759657,0.3804213135,0.0216,64602.0,41158,27600.0,0.6600823045,0.3143297381,19079,0.7418,0.891630901,22333.0,20847.0,0.712982833,0.3460300429,0.7523510972,0.47067783700000004,0,1,1,1,1,1,1
3577,Institute of Production and Recording,3,41302,MN,232,Accrediting Commission of Career Schools and Colleges,0.6061,1,0,-2.0,0,2,2,3954,7217,24786,11.0,11.0,3.0,1.0,0.3534,23,0.6126126126,0.2450980392,0.069,85044.0,58846,35812.0,0.8837209302,0.1985294118,12000,0.7479,0.914414414,16500.0,12949.5,0.540540541,0.29279279280000003,0.6995418344619443,0.6172839506000001,0,1,1,1,0,1,1
